,time,x_accel,y_accel,z_accel,temp
0,0.0,-32.532,-0.012,17.251,25.025972375690607
1,0.1,0.208,-0.026,17.092,24.816027624309392
2,0.2,0.208,-0.028,1.219,24.816027624309392
3,0.30000000000000004,0.208,-0.028,1.219,24.816027624309392
4,0.4,-32.56,-0.028,0.708,24.827077348066297
5,0.5,0.208,-0.028,17.092,24.793928176795582
6,0.6,0.208,-32.539,17.092,24.860226519337015
7,0.7,0.208,-0.029,1.218,24.816027624309392
8,0.7999999999999999,0.208,-0.026,0.708,24.816027624309392
9,0.8999999999999999,0.208,-0.025,-33.06,384.0535966850829
10,0.9999999999999999,0.208,-32.539,0.708,24.816027624309392
11,1.0999999999999999,0.208,-0.029,0.708,-68.48783977900551
12,1.2,0.208,-32.536,1.212,24.816027624309392
13,1.3,0.208,0.229,-33.06,24.816027624309392
14,1.4000000000000001,0.208,-32.536,17.092,-156.17844751381216
15,1.5000000000000002,0.208,-0.026,-33.06,24.816027624309392
16,1.6000000000000003,0.208,-32.537,0.708,24.816027624309392
17,1.7000000000000004,0.208,-32.539,17.092,24.816027624309392
18,1.8000000000000005,0.208,-0.025,17.092,24.793928176795582
19,1.9000000000000006,-32.56,-0.025,1.219,24.816027624309392
20,2.0000000000000004,0.208,-0.029,1.219,24.793928176795582
21,2.1000000000000005,-32.56,-0.031,17.092,24.793928176795582
22,2.2000000000000006,0.208,-32.537,0.708,384.03149723756906
23,2.3000000000000007,0.208,-0.025,1.218,24.793928176795582
24,2.400000000000001,0.208,-0.025,17.092,384.03149723756906
25,2.500000000000001,0.208,-0.025,1.219,24.860226519337015
26,2.600000000000001,0.208,-0.025,17.092,24.793928176795582
27,2.700000000000001,0.208,-0.025,-33.06,24.782878453038673
28,2.800000000000001,0.208,-32.539,0.708,24.782878453038673
29,2.9000000000000012,0.208,-0.026,17.092,24.793928176795582
30,3.0000000000000013,-0.021,-0.014,0.603,25.003872928176797
31,3.1000000000000014,-0.021,-0.013,0.732,22.175143646408838
32,3.2000000000000015,-0.02,-0.141,17.243,25.003872928176797
33,3.3000000000000016,-0.02,-0.013,0.987,25.014922651933702
34,3.4000000000000017,-0.02,-0.014,0.987,25.014922651933702
35,3.5000000000000018,32.619,-0.013,0.987,25.003872928176797
36,3.600000000000002,32.619,-0.014,17.372,25.003872928176797
37,3.700000000000002,-0.021,-0.013,0.989,25.014922651933702
38,3.800000000000002,-0.004,0.0,0.5,22.385088397790053
39,3.900000000000002,-0.005,0.0,0.5,23.1917182320442
40,4.000000000000002,32.767,-0.012,1.005,23.589508287292816
41,4.100000000000001,-0.005,0.0,0.5,22.385088397790053
42,4.200000000000001,32.62,-8.08,0.987,25.003872928176797
43,4.300000000000001,-0.021,-0.141,0.604,25.014922651933702
44,4.4,32.619,-0.141,-32.909,25.003872928176797
45,4.5,-0.021,32.754,-32.908,25.003872928176797
46,4.6,-0.151,-0.013,0.989,25.003872928176797
47,4.699999999999999,32.748,-0.013,0.732,25.003872928176797
48,4.799999999999999,-0.022,32.627,0.861,25.003872928176797
49,4.899999999999999,-13.065,-0.028,1.255,24.782878453038673
50,4.999999999999998,32.619,32.755,0.733,22.175143646408838
51,5.099999999999998,-0.021,-0.014,0.732,25.003872928176797
52,5.1999999999999975,-0.021,-0.013,-32.908,22.175143646408838
53,5.299999999999997,-0.15,-0.013,-32.78,25.014922651933702
54,5.399999999999997,-0.149,-0.013,-32.908,25.003872928176797
55,5.4999999999999964,32.747,32.627,0.605,-336.8635303867403
56,5.599999999999996,32.619,32.627,0.988,25.003872928176797
57,5.699999999999996,25.847,-0.025,1.127,78.45138674033149
58,5.799999999999995,-0.149,-0.013,0.987,25.003872928176797
59,5.899999999999995,32.619,-0.013,-33.164,22.175143646408838
60,5.999999999999995,-0.149,32.627,0.861,25.213817679558012
61,6.099999999999994,32.747,32.627,0.733,25.003872928176797
62,6.199999999999994,-0.149,-0.015,-33.164,25.003872928176797
63,6.299999999999994,-0.15,-0.142,0.733,25.003872928176797
64,6.399999999999993,-0.022,-0.013,-32.78,24.99282320441989
65,6.499999999999993,-0.005,0.0,0.5,22.385088397790053
66,6.5999999999999925,-0.005,-0.01,0.5,22.385088397790053
67,6.699999999999992,-0.005,-0.009,0.5,22.385088397790053
68,6.799999999999992,32.62,-0.013,0.987,25.003872928176797
69,6.8999999999999915,-0.022,32.627,-33.164,24.99282320441989
70,6.999999999999991,-0.021,32.755,0.605,25.213817679558012
71,7.099999999999991,32.62,-0.142,0.989,25.003872928176797
72,7.19999999999999,-0.149,-0.013,17.244,24.99282320441989
73,7.29999999999999,32.747,-0.015,-32.908,24.99282320441989
74,7.39999999999999,32.619,-0.013,0.988,-337.08452486187844
75,7.499999999999989,-6.532,-2.073,1.123,78.45138674033149
76,7.599999999999989,-0.15,-0.142,0.987,25.003872928176797
77,7.699999999999989,-0.148,-0.142,0.604,22.164093922651933
78,7.799999999999988,-0.021,32.627,-33.164,25.003872928176797
79,7.899999999999988,-0.021,-0.143,0.989,24.99282320441989
80,7.999999999999988,-0.02,-0.014,0.732,24.99282320441989
81,8.099999999999987,-0.02,32.627,0.988,24.99282320441989
82,8.199999999999987,-0.021,-0.013,-32.907,22.164093922651933
83,8.299999999999986,-8.068,-2.329,26.731,78.45138674033149
84,8.399999999999986,-0.001,-0.013,0.987,23.49006077348066
85,8.499999999999986,-0.021,-0.143,17.244,24.99282320441989
86,8.599999999999985,-0.022,-0.014,-33.164,22.164093922651933
87,8.699999999999985,0.105,-0.142,0.981,384.2414419889502
88,8.799999999999985,32.619,-0.014,-32.779,24.99282320441989
89,8.899999999999984,-0.021,-0.013,-32.909,24.99282320441989
90,8.999999999999984,0.208,-32.539,0.708,-156.17844751381216
91,9.099999999999984,0.208,-16.153,1.219,-68.48783977900551
92,9.199999999999983,0.208,-0.026,0.708,384.02044751381214
93,9.299999999999983,-32.56,-0.026,17.092,-156.17844751381216
94,9.399999999999983,0.208,-0.028,17.092,-156.17844751381216
95,9.499999999999982,-32.56,-32.539,1.219,-156.17844751381216
96,9.599999999999982,0.208,-0.029,0.708,384.02044751381214
97,9.699999999999982,0.208,-0.026,1.216,384.02044751381214
98,9.799999999999981,0.208,-0.025,1.219,384.02044751381214
99,9.89999999999998,0.208,-0.026,1.216,384.02044751381214
100,9.99999999999998,0.208,-0.026,0.708,384.02044751381214
