Log start on,2022-12-01 11:34:00
Feature,Accelerometer
Nodes,PROTEUS @262F5E, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
01/12/2022 11:34:10.624,10283,PROTEUS @262F5E,26789,D2FF3500AF03,-46,53,943,
01/12/2022 11:34:10.672,10331,PROTEUS @262F5E,26795,9FFF3700EC03,-97,55,1004,
01/12/2022 11:34:10.721,10380,PROTEUS @262F5E,26801,D2FFA2008205,-46,162,1410,
01/12/2022 11:34:10.820,10479,PROTEUS @262F5E,26808,D6FF20001C05,-42,32,1308,
01/12/2022 11:34:10.867,10526,PROTEUS @262F5E,26814,CEFFBEFF7E04,-50,-66,1150,
01/12/2022 11:34:10.916,10575,PROTEUS @262F5E,26820,0200ABFF8803,2,-85,904,
01/12/2022 11:34:10.965,10624,PROTEUS @262F5E,26826,E6FF56FFAE02,-26,-170,686,
01/12/2022 11:34:11.013,10672,PROTEUS @262F5E,26833,E0FFC2FFAE02,-32,-62,686,
01/12/2022 11:34:11.062,10721,PROTEUS @262F5E,26839,E5FF5B00BD03,-27,91,957,
01/12/2022 11:34:11.111,10770,PROTEUS @262F5E,26845,B7FF3400E603,-73,52,998,
01/12/2022 11:34:11.159,10818,PROTEUS @262F5E,26851,D6FF99007805,-42,153,1400,
01/12/2022 11:34:11.208,10867,PROTEUS @262F5E,26858,D1FF20002A05,-47,32,1322,
01/12/2022 11:34:11.257,10916,PROTEUS @262F5E,26864,C9FFBFFF7304,-55,-65,1139,
01/12/2022 11:34:11.307,10966,PROTEUS @262F5E,26870,1100A2FF9203,17,-94,914,
01/12/2022 11:34:11.357,11016,PROTEUS @262F5E,26876,DDFF5DFF7902,-35,-163,633,
01/12/2022 11:34:11.403,11062,PROTEUS @262F5E,26883,F7FFBDFFAE02,-9,-67,686,
01/12/2022 11:34:11.452,11111,PROTEUS @262F5E,26889,DBFF5400C403,-37,84,964,
01/12/2022 11:34:11.501,11160,PROTEUS @262F5E,26895,A0FF3800E403,-96,56,996,
01/12/2022 11:34:11.550,11209,PROTEUS @262F5E,26901,CEFF9A008D05,-50,154,1421,
01/12/2022 11:34:11.599,11258,PROTEUS @262F5E,26908,D3FF0A001705,-45,10,1303,
01/12/2022 11:34:11.647,11306,PROTEUS @262F5E,26914,CCFFC3FF7F04,-52,-61,1151,
01/12/2022 11:34:11.696,11355,PROTEUS @262F5E,26920,08009BFF8503,8,-101,901,
01/12/2022 11:34:11.744,11403,PROTEUS @262F5E,26926,E3FF68FF8202,-29,-152,642,
01/12/2022 11:34:11.793,11452,PROTEUS @262F5E,26933,D5FFBBFFA702,-43,-69,679,
01/12/2022 11:34:11.842,11501,PROTEUS @262F5E,26939,D3FF4600C403,-45,70,964,
01/12/2022 11:34:11.891,11550,PROTEUS @262F5E,26945,A5FF3D003404,-91,61,1076,
01/12/2022 11:34:11.989,11648,PROTEUS @262F5E,26951,D1FF91007805,-47,145,1400,
01/12/2022 11:34:12.037,11696,PROTEUS @262F5E,26958,D4FF0900FE04,-44,9,1278,
01/12/2022 11:34:12.037,11696,PROTEUS @262F5E,26964,CCFFBDFF5204,-52,-67,1106,
01/12/2022 11:34:12.086,11745,PROTEUS @262F5E,26970,0B00A8FF8403,11,-88,900,
01/12/2022 11:34:12.135,11794,PROTEUS @262F5E,26976,E5FF55FF7F02,-27,-171,639,
01/12/2022 11:34:12.184,11843,PROTEUS @262F5E,26983,CEFFBCFFA502,-50,-68,677,
01/12/2022 11:34:12.232,11891,PROTEUS @262F5E,26989,E4FF5900B703,-28,89,951,
01/12/2022 11:34:12.281,11940,PROTEUS @262F5E,26995,B5FF48004404,-75,72,1092,
01/12/2022 11:34:12.329,11988,PROTEUS @262F5E,27001,C8FF9B007105,-56,155,1393,
01/12/2022 11:34:12.378,12037,PROTEUS @262F5E,27007,CDFF0F001805,-51,15,1304,
01/12/2022 11:34:12.427,12086,PROTEUS @262F5E,27014,C9FFBDFF4A04,-55,-67,1098,
01/12/2022 11:34:12.476,12135,PROTEUS @262F5E,27020,0200A4FF9103,2,-92,913,
01/12/2022 11:34:12.525,12184,PROTEUS @262F5E,27026,E2FF55FF7602,-30,-171,630,
01/12/2022 11:34:12.574,12233,PROTEUS @262F5E,27032,E0FFD8FFD302,-32,-40,723,
01/12/2022 11:34:12.622,12281,PROTEUS @262F5E,27039,E3FF4900C103,-29,73,961,
01/12/2022 11:34:12.672,12331,PROTEUS @262F5E,27045,AFFF3A003604,-81,58,1078,
01/12/2022 11:34:12.769,12428,PROTEUS @262F5E,27051,CDFF9A008C05,-51,154,1420,
01/12/2022 11:34:12.817,12476,PROTEUS @262F5E,27057,C9FF12001405,-55,18,1300,
01/12/2022 11:34:12.866,12525,PROTEUS @262F5E,27064,D8FFBBFF5B04,-40,-69,1115,
01/12/2022 11:34:12.915,12574,PROTEUS @262F5E,27070,1800AAFF8103,24,-86,897,
01/12/2022 11:34:12.963,12622,PROTEUS @262F5E,27076,E7FF6BFF7E02,-25,-149,638,
01/12/2022 11:34:13.012,12671,PROTEUS @262F5E,27082,CFFFD4FFBA02,-49,-44,698,
01/12/2022 11:34:13.060,12719,PROTEUS @262F5E,27089,DDFF4800B803,-35,72,952,
01/12/2022 11:34:13.109,12768,PROTEUS @262F5E,27095,B5FF4B002E04,-75,75,1070,
01/12/2022 11:34:13.208,12867,PROTEUS @262F5E,27101,BFFF9E008B05,-65,158,1419,
01/12/2022 11:34:13.258,12917,PROTEUS @262F5E,27114,D7FFE4FFD403,-41,-28,980,
01/12/2022 11:34:13.258,12917,PROTEUS @262F5E,27107,D2FF1B000B05,-46,27,1291,
01/12/2022 11:34:13.305,12964,PROTEUS @262F5E,27120,E0FFEEFFEA03,-32,-18,1002,
01/12/2022 11:34:13.354,13013,PROTEUS @262F5E,27126,D2FFF2FFDD03,-46,-14,989,
01/12/2022 11:34:13.402,13061,PROTEUS @262F5E,27132,CAFF0200E303,-54,2,995,
01/12/2022 11:34:13.451,13110,PROTEUS @262F5E,27139,CFFFFCFF0004,-49,-4,1024,
01/12/2022 11:34:13.500,13159,PROTEUS @262F5E,27145,D6FF0300FE03,-42,3,1022,
01/12/2022 11:34:13.549,13208,PROTEUS @262F5E,27151,DAFFF6FFF003,-38,-10,1008,
01/12/2022 11:34:13.597,13256,PROTEUS @262F5E,27157,DEFFF2FFF003,-34,-14,1008,
01/12/2022 11:34:13.646,13305,PROTEUS @262F5E,27164,DEFFFCFFD503,-34,-4,981,
01/12/2022 11:34:13.694,13353,PROTEUS @262F5E,27170,BBFFE0FFC803,-69,-32,968,
01/12/2022 11:34:13.743,13402,PROTEUS @262F5E,27176,CEFFF0FFEA03,-50,-16,1002,
01/12/2022 11:34:13.792,13451,PROTEUS @262F5E,27182,D4FF0100E703,-44,1,999,
01/12/2022 11:34:13.843,13502,PROTEUS @262F5E,27189,EDFF04000304,-19,4,1027,
01/12/2022 11:34:13.890,13549,PROTEUS @262F5E,27195,DAFF0200F803,-38,2,1016,
01/12/2022 11:34:13.939,13598,PROTEUS @262F5E,27201,E4FFF4FFF703,-28,-12,1015,
01/12/2022 11:34:13.987,13646,PROTEUS @262F5E,27207,D3FFF2FFE603,-45,-14,998,
01/12/2022 11:34:14.036,13695,PROTEUS @262F5E,27214,E2FFF9FFE403,-30,-7,996,
01/12/2022 11:34:14.085,13744,PROTEUS @262F5E,27220,85FF0C005303,-123,12,851,
