Log start on,2022-12-01 11:31:46
Feature,Accelerometer
Nodes,PROTEUS @262F5E, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
01/12/2022 11:31:54.662,8125,PROTEUS @262F5E,9792,D2FF0F00ED03,-46,15,1005,
01/12/2022 11:31:54.711,8174,PROTEUS @262F5E,9798,D2FF0A00ED03,-46,10,1005,
01/12/2022 11:31:54.760,8223,PROTEUS @262F5E,9805,D8FF0C00EC03,-40,12,1004,
01/12/2022 11:31:54.808,8271,PROTEUS @262F5E,9811,D2FF0B00EA03,-46,11,1002,
01/12/2022 11:31:54.857,8320,PROTEUS @262F5E,9817,D0FF0900EE03,-48,9,1006,
01/12/2022 11:31:54.905,8368,PROTEUS @262F5E,9823,D5FF1300E803,-43,19,1000,
01/12/2022 11:31:54.954,8417,PROTEUS @262F5E,9830,DAFF0A00EA03,-38,10,1002,
01/12/2022 11:31:55.003,8466,PROTEUS @262F5E,9836,DDFF0A00EB03,-35,10,1003,
01/12/2022 11:31:55.053,8516,PROTEUS @262F5E,9842,D3FF1000E603,-45,16,998,
01/12/2022 11:31:55.102,8565,PROTEUS @262F5E,9848,D4FF0E00F003,-44,14,1008,
01/12/2022 11:31:55.150,8613,PROTEUS @262F5E,9854,D5FF1200EC03,-43,18,1004,
01/12/2022 11:31:55.199,8662,PROTEUS @262F5E,9861,CDFF1400EE03,-51,20,1006,
01/12/2022 11:31:55.247,8710,PROTEUS @262F5E,9867,D0FF0E00EA03,-48,14,1002,
01/12/2022 11:31:55.345,8808,PROTEUS @262F5E,9873,CDFF0B00EA03,-51,11,1002,
01/12/2022 11:31:55.394,8857,PROTEUS @262F5E,9879,D0FF0C00F403,-48,12,1012,
01/12/2022 11:31:55.443,8906,PROTEUS @262F5E,9886,D4FF0C00E603,-44,12,998,
01/12/2022 11:31:55.491,8954,PROTEUS @262F5E,9892,D5FF0A00E903,-43,10,1001,
01/12/2022 11:31:55.540,9003,PROTEUS @262F5E,9898,CFFF0B00E903,-49,11,1001,
01/12/2022 11:31:55.589,9052,PROTEUS @262F5E,9904,D3FF0E00F003,-45,14,1008,
01/12/2022 11:31:55.637,9100,PROTEUS @262F5E,9911,CFFF0E00E803,-49,14,1000,
